g1freelunch,g1absent,g1readscore,g1mathscore,g1listeningscore,g1wordscore
0,6,604,493,584,577
1,1,651,584,592,601
1,6,524,545,580,551
0,0,507,523,574,551
0,8,590,526,611,601
0,21,480,510,568,493
0,11,426,441,501,446
0,4,451,468,529,446
0,63,468,562,571,470
1,4,451,484,554,465
0,3,490,490,554,514
0,6,507,481,559,506
0,7,507,518,541,486
0,14,558,542,601,601
0,17,590,601,660,551
0,4,579,578,577,577
1,5,448,497,531,446
0,9,553,545,565,577
1,1,495,512,559,499
1,2,495,497,519,551
0,25,485,495,571,514
0,1,604,601,660,601
1,13,492,520,536,493
1,1,571,542,571,601
1,8,453,510,526,436
1,1,492,532,554,493
0,6,492,538,574,486
1,2,507,578,559,536
1,7,468,502,521,465
1,12,540,549,548,536
1,20,456,468,531,436
0,2,478,523,546,481
0,4,629,562,565,577
1,5,548,601,568,551
1,4,488,542,574,475
1,9,509,523,546,524
1,11,457,486,531,436
0,6,530,512,577,524
1,15,445,444,501,431
1,11,530,553,551,536
1,5,501,520,571,486
1,0,483,477,559,475
1,3,571,549,543,551
1,2,536,545,588,524
1,0,571,584,548,601
0,7,490,505,568,481
1,12,483,515,536,470
0,6,590,545,577,601
0,6,604,612,618,601
1,19,490,456,529,499
1,1,553,584,592,577
1,2,512,549,554,499
1,10,488,562,534,475
1,6,564,545,577,514
1,9,477,484,512,506
0,6,499,529,584,481
1,5,540,505,543,601
1,0,512,523,571,506
1,8,478,520,548,506
1,8,478,532,554,486
0,22,483,510,565,506
0,21,475,542,660,493
1,33,501,512,559,499
1,3,431,456,512,426
1,11,524,572,559,524
1,5,485,493,562,524
1,5,533,532,529,577
1,2,488,532,551,499
1,8,482,495,517,481
0,5,501,549,588,506
1,6,482,549,548,486
1,14,527,515,551,514
1,6,536,557,565,514
0,15,524,538,574,536
0,6,434,451,534,426
1,6,514,500,512,524
0,1,472,505,548,470
1,2,487,481,551,465
0,8,527,562,574,499
1,21,462,493,526,441
0,10,629,584,601,577
1,28,480,545,559,475
1,2,490,500,521,470
1,7,553,567,562,577
1,13,444,456,521,460
1,0,448,507,496,426
1,0,451,456,538,451
1,5,469,456,526,451
1,1,604,545,568,601
1,6,454,458,541,451
1,3,544,557,543,577
1,2,590,545,592,577
1,5,509,515,534,499
1,5,501,520,588,499
1,11,444,461,529,410
1,3,482,538,592,436
1,3,499,542,551,493
1,1,533,549,565,524
0,12,501,562,562,486
1,12,527,505,554,506
1,5,474,488,548,514
1,2,463,553,536,460
1,5,469,502,546,456
0,2,488,495,536,486
1,14,482,507,521,486
1,3,463,500,562,446
1,11,480,553,536,486
1,7,478,502,568,499
1,2,521,572,611,577
0,6,472,481,554,465
0,7,514,488,562,514
1,25,434,484,536,431
1,5,439,505,541,451
1,9,509,518,543,514
1,6,530,507,554,551
1,9,533,542,574,551
1,21,540,553,601,551
0,9,604,584,584,577
1,5,485,526,568,499
1,15,471,507,524,493
1,0,450,486,543,456
1,4,519,553,562,506
1,15,483,474,543,481
0,8,604,557,565,601
1,5,524,612,592,506
1,4,463,479,519,460
0,2,480,468,524,460
1,7,468,486,526,465
1,0,494,515,574,486
0,11,629,520,601,601
1,16,494,515,548,499
1,5,544,553,546,601
1,8,536,562,611,577
1,8,477,549,536,475
1,2,509,526,531,551
1,3,564,529,546,577
1,15,483,495,580,481
1,9,540,520,534,551
1,9,430,472,496,416
1,2,514,562,580,536
1,31,447,456,526,446
0,2,454,451,531,486
0,12,590,572,660,601
1,8,462,484,501,451
1,4,472,497,565,451
1,13,514,500,514,514
1,3,474,507,568,475
1,3,492,486,536,514
1,8,579,572,584,601
1,6,501,512,577,551
1,0,590,549,574,577
1,0,450,468,506,465
1,7,487,486,546,486
1,3,530,567,565,514
1,9,475,474,524,493
0,20,629,612,606,577
1,3,495,518,554,486
1,4,495,526,546,524
1,9,503,545,546,499
1,16,469,495,534,456
1,7,451,493,521,446
1,9,477,529,546,456
1,2,436,488,509,426
1,17,482,493,546,486
1,4,445,441,536,431
1,8,471,488,538,481
1,7,521,526,541,601
1,3,604,592,592,577
1,4,564,584,618,536
1,7,507,562,554,481
1,1,485,497,562,524
1,19,444,449,519,441
1,3,503,526,562,524
0,12,485,495,559,486
1,38,482,484,541,486
1,4,540,526,546,514
1,1,468,502,524,481
1,13,495,472,517,506
1,13,488,538,524,499
1,13,564,557,584,551
1,13,414,444,526,371
1,3,505,474,551,524
1,14,514,532,571,524
1,14,460,497,536,470
1,8,472,488,496,506
0,3,536,578,601,536
1,8,524,567,660,536
1,8,548,549,538,551
0,1,519,553,588,499
1,4,421,474,562,390
1,6,564,557,543,536
1,7,465,510,556,465
1,0,474,472,529,486
1,6,487,510,546,493
1,11,436,486,536,410
1,14,426,439,514,426
1,10,478,507,543,470
1,3,519,488,565,551
0,3,499,529,551,524
1,22,507,502,536,506
1,5,553,584,618,577
1,7,512,479,565,514
1,0,571,592,584,601
1,9,503,500,584,506
0,8,501,481,548,486
1,5,430,456,504,410
1,17,431,458,517,426
1,3,431,415,504,381
0,8,540,538,574,577
1,24,497,512,596,493
1,6,492,545,580,506
0,4,472,526,596,446
1,0,472,515,562,470
1,1,480,493,562,470
1,22,414,449,546,410
0,5,463,458,517,451
0,0,462,545,538,460
0,11,423,446,526,410
1,1,505,515,554,506
1,29,419,408,504,441
1,8,457,468,504,465
1,11,463,493,541,470
0,16,524,515,556,499
0,8,487,542,577,456
1,0,460,505,543,456
0,7,483,510,571,514
1,9,474,507,526,460
1,5,465,500,526,481
0,5,558,553,645,551
0,7,497,490,562,481
1,11,499,532,554,499
1,4,487,505,574,506
1,0,512,535,577,551
1,1,564,512,559,577
1,45,426,505,543,436
0,13,590,532,606,601
0,1,482,542,580,486
0,2,480,470,554,486
1,12,516,549,546,536
0,10,558,562,574,551
0,9,490,515,601,493
0,10,469,502,559,465
1,3,553,557,592,551
0,7,519,515,548,524
1,3,524,520,611,536
1,3,499,481,554,506
0,13,463,512,611,475
1,14,472,507,543,475
1,13,579,653,606,577
0,1,533,507,580,577
0,10,497,526,580,486
1,3,527,526,634,524
1,7,416,470,538,397
1,3,462,481,538,475
0,14,521,584,592,506
0,3,553,526,562,551
0,3,488,505,580,481
1,1,571,578,556,577
1,11,533,526,577,514
1,28,468,549,592,470
1,1,469,518,554,460
1,11,558,512,584,551
0,3,590,592,601,551
0,0,571,507,596,536
1,8,447,470,529,441
1,11,460,515,554,470
1,4,509,592,611,499
0,2,503,505,565,514
1,21,524,553,601,514
1,8,436,495,514,410
1,2,514,518,548,506
0,0,651,612,625,601
0,9,540,545,606,551
0,4,604,601,618,577
0,7,629,627,611,577
1,5,469,465,551,460
0,31,446,521,596,601
1,12,499,529,568,470
0,5,512,545,568,536
1,11,512,523,577,524
1,18,579,557,606,536
0,9,521,545,625,524
0,0,590,562,556,577
1,15,516,523,534,514
1,2,579,572,625,577
1,5,579,529,580,577
0,0,533,592,592,551
0,8,471,512,536,465
1,9,604,549,611,551
1,12,459,468,534,436
0,4,590,535,546,577
0,7,564,545,577,551
1,4,536,520,577,577
1,9,417,449,548,421
1,9,474,486,519,460
0,16,514,526,577,493
1,7,571,601,606,601
0,10,527,510,577,536
1,12,478,484,521,481
1,3,478,567,541,475
1,9,436,444,534,436
1,0,482,520,568,493
0,7,564,572,559,551
1,9,456,488,541,436
0,5,499,545,574,493
0,7,485,567,565,451
1,23,471,507,580,486
1,24,564,557,606,551
1,6,450,465,524,431
1,2,448,484,565,456
0,0,447,497,565,421
1,4,462,512,534,451
0,3,590,592,577,601
0,1,571,612,592,601
1,25,451,526,562,446
1,12,497,529,580,493
0,1,604,557,562,577
0,35,474,535,580,475
0,6,558,578,660,577
1,19,521,584,559,514
1,4,579,562,588,601
0,2,651,601,611,601
0,5,448,479,529,456
1,1,544,572,601,524
1,9,512,515,562,506
0,2,472,510,536,451
0,10,519,535,645,499
1,1,499,510,551,486
1,3,426,441,517,431
0,4,475,529,543,481
1,15,501,523,546,514
1,14,485,502,559,470
1,6,436,484,519,446
1,3,462,458,534,404
1,14,457,523,562,446
1,16,445,477,531,421
1,0,485,553,580,493
1,7,540,562,645,536
1,5,514,515,548,506
0,1,564,562,565,551
0,4,485,500,519,486
1,17,512,502,546,486
1,7,530,542,606,514
1,1,495,526,531,493
0,13,451,518,526,446
1,23,441,477,526,426
1,10,454,538,551,431
0,14,548,515,601,524
1,13,460,484,529,481
1,0,463,505,529,460
1,5,558,512,571,601
1,16,507,549,565,499
1,12,448,486,548,410
1,11,564,545,588,524
1,0,524,542,577,551
0,0,604,584,606,601
1,27,447,472,546,456
1,13,483,578,559,481
0,9,530,553,625,499
1,27,425,479,556,460
0,1,426,458,534,426
0,8,516,553,571,514
0,10,629,612,660,601
0,2,472,542,565,460
1,2,444,481,551,421
0,3,524,532,574,536
0,12,651,627,625,601
0,11,521,510,541,481
0,0,544,545,548,551
0,9,604,545,580,601
1,7,548,601,592,577
0,10,516,542,592,465
1,6,483,505,556,481
0,6,629,627,685,601
1,7,527,578,577,524
1,2,533,518,625,536
1,4,509,512,584,493
1,8,477,512,519,475
0,7,651,612,618,601
1,6,521,510,574,499
1,4,540,512,571,601
0,5,503,535,565,486
0,0,519,486,536,524
1,8,492,507,554,493
0,7,492,502,559,481
1,11,536,532,551,551
0,6,564,518,596,536
1,15,530,526,592,524
0,16,590,526,584,551
0,6,516,510,584,536
0,3,629,676,645,601
1,10,483,518,526,514
0,2,509,518,556,506
0,4,571,557,551,577
1,7,507,535,574,524
0,1,521,545,556,493
0,8,651,601,584,601
0,17,483,553,565,486
1,8,474,549,606,451
0,4,514,461,556,536
1,15,428,468,498,426
1,6,533,529,529,524
0,4,495,538,559,514
1,0,490,490,541,499
0,8,579,612,601,577
1,10,514,529,577,514
0,12,480,512,618,446
0,22,558,567,546,551
0,5,536,627,596,601
0,0,516,507,556,499
0,4,505,458,541,536
1,8,442,472,517,456
1,3,503,538,554,465
0,4,519,542,625,514
0,4,558,584,574,524
1,4,540,529,606,551
0,7,488,502,606,493
1,15,524,510,536,506
0,4,629,567,580,601
1,11,571,553,645,536
1,1,472,470,519,460
1,13,447,463,524,436
1,0,505,542,565,524
0,40,604,515,534,551
0,0,465,488,524,475
1,17,456,490,538,451
1,5,571,520,562,551
1,7,524,562,634,536
1,1,490,526,526,499
0,19,490,486,529,475
1,1,544,627,611,524
1,1,471,474,541,465
1,11,516,542,534,601
1,3,477,545,592,456
1,5,540,458,541,577
1,4,530,500,536,551
1,3,480,486,543,486
0,33,516,545,548,506
1,17,453,523,548,436
1,19,468,520,541,486
0,15,478,507,543,486
1,10,503,538,524,514
1,1,447,446,524,416
1,6,507,532,584,577
1,9,453,502,574,441
1,11,490,545,551,499
1,17,564,542,574,536
0,2,571,549,634,601
1,2,524,520,534,536
1,8,495,518,519,514
0,8,503,510,534,551
1,2,590,510,551,601
1,2,553,507,577,551
0,1,477,502,529,486
1,5,475,490,538,460
1,10,475,507,546,465
1,20,468,545,559,470
0,1,501,592,580,499
1,27,451,468,546,446
1,5,442,502,596,404
0,9,536,529,596,536
1,8,516,542,562,536
0,9,495,518,574,499
0,28,651,592,601,601
0,12,579,627,634,551
1,0,478,567,556,470
1,3,604,557,556,601
1,14,564,584,618,524
0,5,553,584,580,551
0,12,604,526,611,577
0,3,590,612,611,601
1,6,469,523,556,456
0,14,590,592,596,601
0,15,629,612,625,577
0,7,548,592,596,551
0,1,478,493,543,460
1,1,571,562,577,577
1,11,604,562,588,577
0,4,519,535,571,514
0,2,604,612,611,577
1,1,457,505,531,451
0,2,434,451,534,426
0,7,544,523,562,524
1,5,459,518,565,446
1,14,466,542,543,456
1,5,524,545,574,506
0,18,441,472,531,410
1,25,651,567,592,601
0,2,651,627,634,601
1,9,495,510,577,524
1,2,544,512,546,514
1,13,544,601,592,514
0,6,604,584,571,551
1,15,505,535,548,499
1,1,444,484,504,426
1,10,487,532,571,465
1,2,512,526,554,493
0,0,590,601,634,551
1,3,571,584,562,577
0,3,558,584,574,506
0,8,571,592,601,601
0,4,579,572,611,551
1,0,564,578,565,524
0,4,558,542,577,536
1,0,579,584,596,577
1,20,512,532,577,524
0,9,475,512,596,465
1,1,553,592,645,514
0,26,540,507,554,536
0,1,579,562,580,601
1,12,579,578,592,551
1,0,540,549,645,577
1,12,530,549,562,524
0,14,505,567,601,486
0,9,651,592,588,601
0,6,434,461,526,431
1,1,509,557,574,524
0,0,651,520,556,601
1,14,516,529,548,536
1,1,469,468,509,470
1,7,524,578,559,524
1,7,544,572,568,577
0,3,629,592,606,577
0,2,514,545,571,536
0,1,629,572,554,577
0,1,527,592,577,506
1,1,459,510,565,441
0,1,527,542,606,514
1,1,457,502,568,451
0,2,651,627,588,601
0,2,571,557,568,551
0,4,456,490,546,456
0,3,490,502,546,475
1,18,460,481,571,470
1,21,505,518,534,486
0,14,475,486,543,460
1,5,629,481,548,475
0,0,488,523,554,481
1,5,590,567,592,577
0,5,447,463,519,436
1,12,629,549,601,601
1,6,494,441,534,486
1,21,553,538,536,577
1,14,558,505,634,524
1,16,460,472,524,446
1,11,465,507,592,451
1,2,524,562,584,536
0,7,475,532,588,481
0,9,483,500,568,460
1,0,468,477,536,470
1,4,521,523,554,499
1,6,548,515,577,577
1,27,441,500,562,431
1,28,533,542,546,524
1,0,468,523,512,441
1,6,459,463,543,451
0,3,505,518,551,524
1,10,436,484,565,436
0,12,629,572,606,577
1,10,507,592,645,524
1,7,488,502,551,465
0,1,590,572,601,577
0,3,514,562,625,551
1,14,497,526,559,481
1,0,571,592,574,577
1,0,512,495,554,506
1,20,438,507,551,426
1,12,465,488,519,441
1,6,462,532,568,446
1,7,540,572,601,551
1,10,459,497,574,465
0,2,519,538,606,499
1,9,447,484,534,446
1,25,453,490,574,451
1,6,524,518,526,601
0,7,590,542,546,551
1,0,505,518,556,499
0,2,629,627,588,577
0,0,571,515,562,551
0,3,509,523,551,506
1,1,457,497,531,441
1,7,533,529,562,577
0,3,465,468,506,460
1,16,433,477,529,431
1,3,507,532,551,506
0,1,527,532,526,601
1,4,480,461,519,465
1,11,483,567,556,481
1,10,444,479,543,431
1,11,475,520,565,481
0,14,544,584,634,536
0,3,501,515,546,536
1,13,462,474,538,456
0,10,530,532,568,536
1,19,438,495,519,441
1,0,629,612,601,577
1,4,483,520,559,486
0,1,590,557,601,551
1,10,448,454,541,441
0,0,453,497,565,441
0,11,590,584,645,577
0,5,544,532,580,601
1,4,579,584,588,551
0,15,499,538,556,551
1,6,503,472,526,524
1,11,629,523,574,577
1,16,474,510,531,475
0,3,494,542,618,493
1,18,448,472,509,426
1,8,651,542,596,601
1,6,442,468,571,421
1,7,553,515,556,524
1,16,428,446,519,431
0,0,527,578,565,514
0,6,533,578,625,551
1,7,519,538,565,506
0,12,499,549,606,486
0,9,478,529,562,481
1,8,604,578,625,551
1,3,558,601,625,551
0,7,544,526,611,524
0,11,590,578,580,601
1,0,564,488,543,551
0,9,544,526,556,536
0,6,536,493,571,506
0,55,468,510,559,486
0,6,544,578,568,524
1,7,533,529,526,536
1,7,514,488,531,499
1,9,468,497,565,465
1,26,471,502,519,456
1,3,512,542,574,506
1,1,419,433,509,371
1,4,417,449,531,390
1,0,492,523,568,493
1,6,553,507,606,551
1,6,487,562,606,481
0,4,530,545,571,536
1,17,487,490,531,499
0,10,530,507,565,536
1,2,490,529,625,506
0,0,442,505,556,451
1,12,527,510,526,486
1,14,495,532,546,481
1,9,516,578,571,514
1,6,450,484,541,426
0,16,478,461,580,475
1,5,488,532,501,493
1,6,456,441,501,446
1,3,553,557,554,551
1,15,478,488,514,506
1,9,485,538,571,506
1,2,492,518,580,493
1,0,544,549,580,536
0,3,533,592,601,514
1,10,521,545,596,551
1,8,457,468,512,436
1,32,505,545,571,536
0,17,548,592,584,514
0,3,509,493,546,493
1,3,457,454,548,436
0,6,475,488,514,460
1,17,533,518,577,524
1,1,490,515,556,481
1,5,430,441,519,397
1,10,604,584,571,601
1,8,474,500,548,456
0,2,483,532,562,475
1,6,514,545,524,577
1,36,441,490,536,426
0,8,519,549,562,551
0,11,480,472,543,486
1,3,524,567,577,499
1,5,590,545,565,577
0,13,501,507,577,486
1,1,651,601,634,601
0,13,457,449,559,451
1,1,474,488,543,475
1,2,471,535,574,481
0,2,530,538,538,524
0,5,494,493,534,465
0,22,651,627,611,601
0,3,564,557,577,577
1,11,465,532,588,446
1,14,456,497,554,446
0,9,604,584,606,601
1,22,485,502,536,481
1,4,512,584,596,499
1,0,472,481,531,475
1,17,465,472,517,456
1,0,530,512,562,514
1,7,469,520,580,451
1,1,544,592,584,524
1,27,495,518,551,481
0,9,548,538,584,536
1,2,505,507,534,506
1,24,487,490,562,486
0,6,505,549,577,499
1,1,460,532,534,481
1,0,456,542,571,451
1,3,450,515,538,451
1,10,505,520,592,460
1,0,416,488,536,343
0,4,590,549,618,601
1,2,436,470,521,416
0,25,419,465,538,397
1,9,444,505,551,421
1,3,477,526,531,514
0,0,629,592,551,577
0,12,501,520,596,486
1,1,604,567,588,601
1,1,494,557,580,514
0,5,494,538,554,481
1,1,540,493,514,536
0,32,501,502,548,514
1,14,571,572,618,601
0,6,544,472,521,524
0,0,590,572,645,551
1,6,516,529,571,524
1,28,516,562,618,506
0,10,505,592,568,499
0,17,558,523,548,551
1,1,463,510,541,475
0,4,444,500,521,416
1,6,459,578,529,456
1,6,521,535,584,524
1,17,540,542,565,577
1,11,483,472,529,493
0,23,527,535,571,536
1,5,465,529,571,470
1,6,477,456,524,481
1,14,505,512,538,499
1,13,469,518,559,446
1,12,477,584,559,506
1,2,442,449,506,436
0,2,548,584,571,524
1,15,536,518,574,506
1,1,475,495,546,493
1,5,460,515,580,470
0,1,540,502,577,524
1,47,444,495,538,451
1,6,571,465,554,577
1,10,478,461,529,475
0,13,604,601,596,577
1,9,530,612,568,577
0,14,604,567,606,577
1,2,527,578,556,524
0,5,472,490,541,460
0,2,478,502,534,475
1,24,514,515,565,486
1,0,448,477,529,416
1,11,468,518,548,465
1,6,460,436,514,465
1,6,434,507,592,431
1,1,456,507,562,470
1,17,460,463,517,456
1,12,459,518,574,460
1,2,456,490,548,456
1,14,462,495,521,446
1,31,430,463,531,404
1,16,454,490,562,441
0,3,571,562,580,551
1,1,629,567,660,577
0,13,530,532,559,551
0,4,629,526,565,601
0,8,548,535,565,577
0,0,629,612,568,601
1,6,524,549,580,514
1,12,590,567,596,577
1,31,544,612,592,577
1,6,629,592,546,601
1,12,604,557,580,577
0,19,451,474,546,465
1,16,428,463,521,426
1,6,530,505,524,536
1,13,482,486,529,441
1,11,651,627,618,601
0,12,530,486,571,577
1,2,465,474,512,475
0,2,438,518,568,441
1,7,544,535,571,524
0,2,590,557,556,551
1,3,571,510,559,577
0,6,651,601,596,601
0,0,530,549,556,536
1,7,474,549,584,456
0,10,488,562,601,499
0,12,553,601,625,551
1,8,629,562,584,601
1,4,579,578,588,551
1,3,571,542,554,536
1,4,505,545,574,499
0,18,564,578,618,514
1,25,558,542,571,577
1,5,521,578,548,506
0,8,533,557,596,499
0,23,494,584,618,524
0,8,540,505,509,536
0,12,579,553,580,551
1,26,439,472,596,436
1,11,459,481,554,460
1,7,604,601,580,577
1,4,527,529,538,536
1,0,482,500,536,486
1,0,651,612,606,601
1,20,579,612,618,536
1,18,579,601,580,601
1,5,590,549,546,601
1,2,475,481,562,470
0,40,558,553,574,551
1,5,530,549,596,524
1,1,590,562,562,551
0,17,492,470,531,499
0,12,492,515,588,493
0,7,579,592,580,536
0,6,519,542,524,493
1,19,501,572,551,506
0,5,527,562,543,524
1,13,444,454,509,421
1,15,448,461,514,441
1,7,485,515,548,475
1,2,519,529,559,514
0,16,466,493,554,465
1,9,497,500,548,475
1,20,516,578,554,514
1,24,544,567,568,551
1,10,527,510,538,524
0,15,463,500,562,446
0,8,521,553,559,514
0,15,579,553,568,577
1,13,524,512,546,514
1,1,475,493,556,465
1,9,579,518,551,551
1,7,536,515,584,536
0,5,527,520,574,577
1,17,469,505,556,481
0,5,503,529,606,524
1,55,579,584,708,536
1,9,536,584,551,524
0,15,604,578,618,551
0,1,466,470,538,451
0,21,533,545,634,506
0,4,571,549,618,536
1,3,571,495,519,551
0,0,509,505,568,514
1,9,444,470,524,446
1,63,530,523,584,536
1,6,604,592,606,577
0,3,466,465,519,451
0,9,629,535,568,601
0,0,590,578,618,577
1,7,472,510,559,465
0,5,530,572,584,514
1,0,536,567,606,506
0,14,533,505,548,551
0,6,524,557,596,536
0,17,521,488,565,506
1,7,651,572,580,601
0,4,524,512,577,506
1,9,436,479,531,416
1,1,507,520,551,493
0,4,544,526,618,514
0,7,536,567,584,524
0,8,590,572,580,601
0,0,564,653,618,524
0,9,553,523,546,536
0,12,485,512,541,460
1,14,495,505,529,493
0,2,488,538,584,493
0,32,521,510,565,524
1,11,629,584,592,601
0,2,564,653,645,551
0,32,540,562,611,551
1,27,474,479,556,465
1,15,524,529,517,524
0,7,629,592,584,601
0,10,485,553,588,499
0,2,516,512,577,506
0,11,462,493,524,460
0,8,651,572,596,601
0,4,629,567,577,577
1,1,548,515,618,524
1,1,558,553,562,551
1,13,540,507,543,524
0,6,629,545,546,601
1,5,480,490,526,470
1,1,536,518,559,551
1,13,431,520,580,397
0,1,495,562,596,481
1,11,468,510,554,465
1,14,448,538,524,441
1,1,629,549,601,601
0,12,501,549,606,465
1,11,497,486,565,524
1,22,438,454,529,436
1,10,488,545,584,536
0,4,478,532,548,481
1,9,487,523,574,493
1,3,487,515,556,506
1,10,492,479,531,481
0,7,579,578,625,536
