Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,P.S. 111 SETON FALLS,3.211E+11,11X111,11,40.884355,-73.839263,"3740 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",PK,5,No,0.779,"$39,415.18 ",8%,0%,61%,36%,97%,1%,91%,34%,78%,Approaching Target,64%,Approaching Target,79%,Approaching Target,50%,Not Meeting Target,77%,Not Meeting Target,73%,Approaching Target,Approaching Target,2.12,2.15,99,0,0,0,0,0,0,0,0,0,102,4,0,2,1,0,0,0,0,3,119,4,0,4,0,0,0,0,0,3,119,4,0,3,1,0,0,0,0,3,119,1,0,0,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 112 BRONXWOOD,3.211E+11,11X112,11,40.884792,-73.843995,"1925 SCHEIFFELIN AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",PK,5,Yes,0.904,"$26,709.85 ",5%,0%,48%,50%,98%,2%,91%,44%,90%,Approaching Target,94%,Meeting Target,91%,Approaching Target,87%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Approaching Target,2.08,2.09,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,57,1,0,0,1,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 121 THROOP,3.211E+11,11X121,11,40.866944,-73.850467,"2750 THROOP AVE BRONX, NY 10469",BRONX,10469,"PK,0K,01,02,03,04,05",PK,5,No,0.666,"$44,929.61 ",6%,7%,61%,26%,88%,4%,93%,26%,91%,Meeting Target,83%,Meeting Target,95%,Meeting Target,66%,Not Meeting Target,80%,Approaching Target,85%,Meeting Target,Approaching Target,2.45,2.69,149,11,0,4,2,1,0,0,0,4,151,32,0,18,6,4,0,0,0,14,140,11,0,9,2,0,0,0,0,4,141,21,0,18,2,1,0,0,0,11,146,12,0,5,2,3,0,0,0,6,145,14,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 127 THE CASTLE HILL,3.211E+11,11X127,11,40.838494,-73.853201,"1560 PURDY ST BRONX, NY 10462",BRONX,10462,"06,07,08",6,8,No,0.716,N/A,18%,31%,23%,41%,64%,4%,94%,17%,90%,Meeting Target,93%,Exceeding Target,84%,Meeting Target,89%,Meeting Target,76%,Approaching Target,93%,Meeting Target,Meeting Target,2.49,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,14,0,1,3,10,0,0,0,11,257,20,0,1,2,17,0,0,3,15,211,21,0,3,4,14,0,0,0,11,224,15,0,1,0,13,0,0,2,11,255,17,0,5,3,8,0,0,0,12,200,4,0,0,1,2,0,0,1,4
,,,J.H.S. 144 MICHELANGELO,3.211E+11,11X144,11,40.86429,-73.836566,"2545 GUNTHER AVE BRONX, NY 10469",BRONX,10469,"06,07,08",6,8,No,0.691,N/A,7%,3%,65%,29%,94%,2%,90%,33%,89%,Meeting Target,91%,Meeting Target,83%,Meeting Target,84%,Meeting Target,73%,Approaching Target,86%,Approaching Target,Meeting Target,2.29,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,3,0,2,0,0,0,0,0,1,141,5,0,3,1,0,0,0,1,5,151,7,0,4,2,0,0,0,0,4,151,1,0,0,0,0,0,0,0,0,169,8,0,6,1,1,0,0,0,6,137,0,0,0,0,0,0,0,0,0
,,,P.S. 153 HELEN KELLER,3.211E+11,11X153,11,40.873045,-73.833345,"650 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0K,5,No,0.443,"$47,216.26 ",1%,9%,58%,25%,84%,5%,95%,15%,90%,Exceeding Target,91%,Meeting Target,90%,Exceeding Target,84%,Meeting Target,85%,Meeting Target,96%,Exceeding Target,Meeting Target,2.77,3.01,120,21,0,8,4,7,1,0,0,7,120,37,0,15,9,7,4,0,0,15,130,35,0,20,6,7,0,0,0,21,129,46,0,26,6,7,0,0,0,31,122,20,0,10,2,6,0,0,0,12,121,16,0,7,2,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 160 WALT DISNEY,3.211E+11,11X160,11,40.864136,-73.82396,"4140 HUTCHNSN RVR PKWY E BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0K,5,No,0.512,"$51,302.50 ",6%,2%,60%,33%,93%,2%,94%,18%,91%,Meeting Target,90%,Meeting Target,93%,Meeting Target,82%,Meeting Target,83%,Approaching Target,94%,Exceeding Target,Approaching Target,2.31,2.25,55,1,0,1,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,66,5,0,4,0,0,0,0,0,5,67,1,0,1,0,0,0,0,0,1,47,4,0,3,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,BAYCHESTER ACADEMY,3.211E+11,11X169,11,40.880961,-73.839642,"3500 EDSON AVE BRONX, NY 10466",BRONX,10466,"PK,0K,01,02,03,04,05",PK,5,No,0.672,"$54,024.91 ",3%,1%,72%,21%,93%,2%,94%,21%,96%,Exceeding Target,93%,Exceeding Target,96%,Meeting Target,88%,Meeting Target,86%,Meeting Target,91%,Meeting Target,Meeting Target,2.5,2.73,63,7,0,6,1,0,0,0,0,6,63,27,0,17,7,0,0,0,0,23,59,8,0,7,0,0,0,0,0,8,61,7,0,7,0,0,0,0,0,7,69,5,0,2,0,0,0,0,0,0,69,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 175 CITY ISLAND,3.211E+11,11X175,11,40.84379,-73.784691,"200 CITY ISLAND AVE BRONX, NY 10464",BRONX,10464,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.247,"$73,103.77 ",2%,6%,9%,29%,38%,54%,95%,13%,93%,Meeting Target,96%,Meeting Target,85%,Meeting Target,88%,Meeting Target,87%,Meeting Target,90%,Meeting Target,Meeting Target,2.86,3.03,43,5,0,0,2,0,3,0,0,1,44,7,0,0,3,0,4,0,0,4,22,1,0,0,0,0,1,0,0,0,22,6,0,0,1,0,5,0,0,1,38,2,0,0,0,0,1,0,0,0,39,9,0,0,0,0,7,0,0,0,39,9,0,0,2,0,6,0,0,1,38,14,0,0,2,0,10,0,0,4,35,2,0,0,1,0,1,0,0,0,34,9,0,0,0,0,6,0,0,4,33,7,0,0,1,0,5,0,0,2,33,8,0,0,1,0,7,0,0,1
,,,P.S. 178 - DR. SELMAN WAKSMAN,3.211E+11,11X178,11,40.875146,-73.833095,"850 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"0K,01,02,03,04,05",0K,5,No,0.535,"$44,313.87 ",3%,2%,64%,27%,91%,4%,95%,15%,93%,Meeting Target,83%,Meeting Target,88%,Approaching Target,75%,Approaching Target,78%,Approaching Target,88%,Meeting Target,Meeting Target,2.41,2.6,79,0,0,0,0,0,0,0,0,0,82,6,0,4,1,0,0,0,0,4,93,8,0,5,1,0,1,0,0,5,94,4,0,2,1,0,1,0,0,2,92,4,0,3,0,0,0,0,0,2,92,9,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,M.S. 180 DR. DANIEL HALE WILLIAMS,3.211E+11,11X180,11,40.873204,-73.832178,"700 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"06,07,08",6,8,No,0.504,N/A,1%,3%,69%,23%,92%,3%,95%,13%,87%,Meeting Target,94%,Meeting Target,86%,Meeting Target,90%,Exceeding Target,94%,Exceeding Target,94%,Exceeding Target,Meeting Target,2.71,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,26,0,19,4,0,0,0,0,17,265,43,0,31,7,0,1,0,0,30,279,36,0,23,7,5,0,0,0,22,277,36,0,24,4,7,0,0,0,22,287,46,0,35,7,0,3,0,0,29,284,31,0,22,6,1,1,0,0,24
,,,I.S. 181 PABLO CASALS,3.211E+11,11X181,11,40.874988,-73.832178,"800 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"06,07,08",6,8,No,0.534,N/A,3%,5%,63%,26%,89%,4%,93%,21%,87%,Exceeding Target,90%,Exceeding Target,86%,Meeting Target,84%,Meeting Target,77%,Approaching Target,91%,Meeting Target,Meeting Target,2.66,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,38,0,22,9,3,0,0,0,24,302,69,0,40,10,10,0,0,0,47,258,33,0,23,6,0,3,0,0,27,259,37,0,18,11,0,3,0,0,28,261,35,0,20,7,6,0,0,0,20,247,44,0,25,4,12,0,0,0,26
,,,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3.211E+11,11X189,11,40.883064,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",BRONX,10475,"PK,0K,01,02,03,04,05",PK,5,No,0.742,"$43,493.31 ",4%,0%,54%,41%,96%,2%,92%,30%,88%,Meeting Target,92%,Exceeding Target,84%,Meeting Target,88%,Exceeding Target,84%,Meeting Target,94%,Exceeding Target,Meeting Target,2.37,2.54,50,1,0,0,0,0,0,0,0,0,52,2,0,0,1,0,0,0,0,0,59,1,0,1,0,0,0,0,0,0,59,6,0,4,2,0,0,0,0,5,50,1,0,1,0,0,0,0,0,1,50,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S./M.S. 194,3.211E+11,11X194,11,40.835236,-73.846547,"2365 WATERBURY AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.764,"$45,253.24 ",14%,33%,8%,53%,61%,4%,95%,16%,92%,Exceeding Target,87%,Exceeding Target,85%,Meeting Target,79%,Meeting Target,76%,Not Meeting Target,88%,Meeting Target,Meeting Target,2.5,2.82,148,9,0,0,2,7,0,0,0,5,154,26,0,1,3,22,0,0,1,16,157,15,0,0,4,8,0,0,0,6,161,24,0,0,5,16,0,0,0,11,157,7,0,0,3,4,0,0,0,4,158,24,0,2,6,15,1,0,0,15,149,18,0,1,5,11,1,0,0,8,149,38,0,5,12,20,1,0,0,19,142,11,0,0,3,7,0,0,0,7,144,18,0,0,2,15,0,0,0,16,146,13,0,0,5,8,0,0,0,10,116,2,0,1,1,0,0,0,0,1
,,,NORTH BRONX SCHOOL OF EMPOWERMENT,3.211E+11,11X287,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08,SE",6,8,No,0.737,N/A,8%,3%,58%,33%,92%,1%,89%,39%,86%,Approaching Target,84%,Meeting Target,78%,Approaching Target,84%,Meeting Target,73%,Approaching Target,88%,Meeting Target,Approaching Target,2.15,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,5,1,0,0,0,0,4,60,1,0,1,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,0,1,89,3,0,2,0,0,0,0,0,2,91,1,0,1,0,0,0,0,0,0
,,,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,3.211E+11,11X289,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08,SE",6,8,Yes,0.731,N/A,12%,2%,70%,25%,95%,2%,91%,33%,90%,Meeting Target,90%,Approaching Target,74%,Approaching Target,82%,Meeting Target,75%,Approaching Target,88%,Approaching Target,Approaching Target,2.16,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,87,2,0,1,1,0,0,0,0,2,91,1,0,1,0,0,0,0,0,0,96,1,0,0,1,0,0,0,0,1,106,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0
,,,BRONX GREEN MIDDLE SCHOOL,3.211E+11,11X326,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",6,8,No,0.778,N/A,16%,8%,26%,57%,83%,9%,92%,27%,91%,Meeting Target,92%,Meeting Target,85%,Meeting Target,88%,Meeting Target,78%,Meeting Target,93%,Exceeding Target,Meeting Target,2.28,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,7,0,3,4,0,0,0,0,7,122,11,0,1,8,0,2,0,0,10,125,2,0,0,1,0,0,0,0,2,122,2,0,1,1,0,0,0,0,2,129,4,0,1,0,3,0,0,0,3,101,1,0,0,0,0,1,0,1,1
,,,BRONX ALLIANCE MIDDLE SCHOOL,3.211E+11,11X355,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",6,8,No,0.729,N/A,7%,5%,61%,31%,92%,2%,93%,26%,84%,Approaching Target,89%,Approaching Target,82%,Approaching Target,82%,Meeting Target,84%,Meeting Target,92%,Exceeding Target,Approaching Target,2.08,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,0,1,1,0,0,0,0,2,126,1,0,1,0,0,0,0,0,1,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,115,4,0,4,0,0,0,0,0,4,120,1,0,0,0,0,0,0,0,1
,,,LEADERS OF TOMORROW,3.211E+11,11X370,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08",6,8,Yes,0.771,N/A,19%,4%,50%,40%,90%,3%,88%,46%,93%,Meeting Target,88%,Meeting Target,81%,Approaching Target,88%,Meeting Target,77%,Approaching Target,91%,Meeting Target,Approaching Target,2.13,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,0,2,1,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,64,2,0,2,0,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,1
,,,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),3.211E+11,11X462,11,40.883064,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",BRONX,10475,"06,07,08",6,8,No,0.631,N/A,3%,0%,67%,29%,97%,2%,93%,22%,91%,Meeting Target,84%,Meeting Target,86%,Meeting Target,79%,Meeting Target,78%,Approaching Target,90%,Meeting Target,Meeting Target,2.49,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,5,0,0,0,0,0,5,55,8,0,6,0,0,0,0,0,5,72,7,0,5,0,0,0,0,0,7,69,6,0,5,0,0,0,0,0,6,40,4,0,2,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0
,,,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,3.211E+11,11X468,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",6,8,No,0.705,N/A,11%,7%,18%,64%,82%,10%,93%,17%,86%,Exceeding Target,93%,Exceeding Target,90%,Exceeding Target,89%,Meeting Target,83%,Meeting Target,90%,Meeting Target,Meeting Target,2.46,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,5,0,0,3,0,0,0,0,2,86,6,0,0,3,0,0,0,0,2,113,5,0,0,3,2,0,0,0,5,125,7,0,0,4,3,0,0,0,5,123,11,0,2,4,0,3,0,0,7,129,6,0,0,5,0,0,0,0,5
,,,P.S./M.S. 11X498 - VAN NEST ACADEMY,3.211E+11,11X498,11,40.845031,-73.857976,"1640 BRONXDALE AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.647,"$45,355.72 ",6%,7%,12%,65%,78%,14%,95%,10%,91%,Meeting Target,88%,Meeting Target,87%,Exceeding Target,86%,Meeting Target,82%,Approaching Target,90%,Meeting Target,Meeting Target,2.65,2.76,58,6,0,0,2,0,2,0,0,4,58,13,0,0,7,0,5,0,0,7,56,6,0,0,5,0,0,0,0,5,56,10,0,0,6,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,2,0,0,1,89,11,0,1,6,3,1,0,0,8,88,17,0,2,11,2,2,0,0,12,95,8,0,0,4,0,2,0,0,6,95,8,0,0,2,0,3,0,0,6,90,14,0,4,8,1,1,0,0,11,90,6,0,1,4,1,0,0,0,6
,,,ONE WORLD MIDDLE SCHOOL AT EDENWALD,3.211E+11,11X529,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",6,8,No,0.701,N/A,7%,3%,60%,32%,93%,2%,93%,24%,89%,Meeting Target,90%,Meeting Target,84%,Meeting Target,88%,Meeting Target,79%,Meeting Target,93%,Meeting Target,Meeting Target,2.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,0,2,0,0,0,0,0,1,108,14,0,9,3,0,0,0,0,12,96,1,0,0,1,0,0,0,0,1,95,1,0,0,1,0,0,0,0,1,105,7,0,3,4,0,0,0,0,5,105,6,0,3,3,0,0,0,0,4
,,,BAYCHESTER MIDDLE SCHOOL,3.211E+11,11X532,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",6,8,No,0.702,N/A,5%,1%,68%,27%,95%,1%,93%,26%,85%,Meeting Target,83%,Meeting Target,89%,Meeting Target,80%,Approaching Target,80%,Meeting Target,84%,Meeting Target,Meeting Target,2.25,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,100,4,0,3,0,0,0,0,0,4,91,1,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,91,2,0,1,0,0,0,0,0,1,88,3,0,3,0,0,0,0,0,1
,,,BRONX PARK MIDDLE SCHOOL,3.211E+11,11X556,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",6,8,No,0.77,N/A,16%,7%,26%,57%,83%,9%,92%,27%,89%,Meeting Target,88%,Exceeding Target,80%,Meeting Target,83%,Meeting Target,84%,Meeting Target,90%,Meeting Target,Approaching Target,2.19,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,0,1,3,1,0,0,0,4,126,10,0,0,5,3,2,0,2,8,136,4,0,3,0,0,0,0,0,2,137,2,0,1,0,0,0,0,0,2,124,6,0,2,2,0,1,0,0,5,127,4,0,1,2,0,1,0,0,3
